Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","024","Angola","5510","Production","01640","Cocoa beans","2022","2022","t","450.17","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01610","Coffee, green","2022","2022","t","16767","A","Official figure",""
"QCL","Crops and livestock products","204","Benin","5510","Production","01640","Cocoa beans","2022","2022","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","204","Benin","5510","Production","01610","Coffee, green","2022","2022","t","55.3","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5510","Production","01610","Coffee, green","2022","2022","t","17220.45","I","Imputed value",""
"QCL","Crops and livestock products","108","Burundi","5510","Production","01620","Tea leaves","2022","2022","t","50400","E","Estimated value",""
"QCL","Crops and livestock products","132","Cabo Verde","5510","Production","01610","Coffee, green","2022","2022","t","47","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01640","Cocoa beans","2022","2022","t","300000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01610","Coffee, green","2022","2022","t","26370.64","I","Imputed value",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01620","Tea leaves","2022","2022","t","5505.87","E","Estimated value",""
"QCL","Crops and livestock products","140","Central African Republic","5510","Production","01640","Cocoa beans","2022","2022","t","134.13","E","Estimated value",""
"QCL","Crops and livestock products","140","Central African Republic","5510","Production","01610","Coffee, green","2022","2022","t","306900.66","A","Official figure",""
"QCL","Crops and livestock products","174","Comoros","5510","Production","01640","Cocoa beans","2022","2022","t","42.54","E","Estimated value",""
"QCL","Crops and livestock products","174","Comoros","5510","Production","01610","Coffee, green","2022","2022","t","141.49","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5510","Production","01640","Cocoa beans","2022","2022","t","20000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","178","Congo","5510","Production","01610","Coffee, green","2022","2022","t","3118.63","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2022","2022","t","2230000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01610","Coffee, green","2022","2022","t","70000","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","01640","Cocoa beans","2022","2022","t","20000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","01610","Coffee, green","2022","2022","t","58837.36","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","01620","Tea leaves","2022","2022","t","2981.2","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01640","Cocoa beans","2022","2022","t","1000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01610","Coffee, green","2022","2022","t","4119.24","I","Imputed value",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2022","2022","t","496200","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01620","Tea leaves","2022","2022","t","10406","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01640","Cocoa beans","2022","2022","t","100","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","266","Gabon","5510","Production","01610","Coffee, green","2022","2022","t","103.9","E","Estimated value",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01640","Cocoa beans","2022","2022","t","1108662.93","I","Imputed value",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01610","Coffee, green","2022","2022","t","736","E","Estimated value",""
"QCL","Crops and livestock products","324","Guinea","5510","Production","01640","Cocoa beans","2022","2022","t","24271.32","A","Official figure",""
"QCL","Crops and livestock products","324","Guinea","5510","Production","01610","Coffee, green","2022","2022","t","261645","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01610","Coffee, green","2022","2022","t","51900","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01620","Tea leaves","2022","2022","t","2326000","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","01640","Cocoa beans","2022","2022","t","20000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","430","Liberia","5510","Production","01610","Coffee, green","2022","2022","t","653.91","I","Imputed value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01640","Cocoa beans","2022","2022","t","15000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01610","Coffee, green","2022","2022","t","50316.02","I","Imputed value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01620","Tea leaves","2022","2022","t","397.11","I","Imputed value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01610","Coffee, green","2022","2022","t","11000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","454","Malawi","5510","Production","01620","Tea leaves","2022","2022","t","207600","E","Estimated value",""
"QCL","Crops and livestock products","466","Mali","5510","Production","01620","Tea leaves","2022","2022","t","92.54","E","Estimated value",""
"QCL","Crops and livestock products","480","Mauritius","5510","Production","01610","Coffee, green","2022","2022","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","480","Mauritius","5510","Production","01620","Tea leaves","2022","2022","t","6351","A","Official figure",""
"QCL","Crops and livestock products","508","Mozambique","5510","Production","01610","Coffee, green","2022","2022","t","815.8","I","Imputed value",""
"QCL","Crops and livestock products","508","Mozambique","5510","Production","01620","Tea leaves","2022","2022","t","5119","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01640","Cocoa beans","2022","2022","t","280000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2022","2022","t","1875.6","I","Imputed value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01610","Coffee, green","2022","2022","t","18945.39","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01620","Tea leaves","2022","2022","t","160419.78","A","Official figure",""
"QCL","Crops and livestock products","678","Sao Tome and Principe","5510","Production","01640","Cocoa beans","2022","2022","t","3000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","678","Sao Tome and Principe","5510","Production","01610","Coffee, green","2022","2022","t","7.54","E","Estimated value",""
"QCL","Crops and livestock products","690","Seychelles","5510","Production","01620","Tea leaves","2022","2022","t","7","A","Official figure",""
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01640","Cocoa beans","2022","2022","t","18000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01610","Coffee, green","2022","2022","t","2580","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","710","South Africa","5510","Production","01620","Tea leaves","2022","2022","t","1806.42","E","Estimated value",""
"QCL","Crops and livestock products","768","Togo","5510","Production","01640","Cocoa beans","2022","2022","t","14000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","768","Togo","5510","Production","01610","Coffee, green","2022","2022","t","25132","A","Official figure",""
"QCL","Crops and livestock products","800","Uganda","5510","Production","01640","Cocoa beans","2022","2022","t","35000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","800","Uganda","5510","Production","01610","Coffee, green","2022","2022","t","393900","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","800","Uganda","5510","Production","01620","Tea leaves","2022","2022","t","326000","E","Estimated value",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5510","Production","01640","Cocoa beans","2022","2022","t","14000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","834","United Republic of Tanzania","5510","Production","01610","Coffee, green","2022","2022","t","67200","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","834","United Republic of Tanzania","5510","Production","01620","Tea leaves","2022","2022","t","110000","E","Estimated value",""
"QCL","Crops and livestock products","894","Zambia","5510","Production","01610","Coffee, green","2022","2022","t","8642.65","E","Estimated value",""
"QCL","Crops and livestock products","894","Zambia","5510","Production","01620","Tea leaves","2022","2022","t","948.03","E","Estimated value",""
"QCL","Crops and livestock products","716","Zimbabwe","5510","Production","01610","Coffee, green","2022","2022","t","661.25","E","Estimated value",""
"QCL","Crops and livestock products","716","Zimbabwe","5510","Production","01620","Tea leaves","2022","2022","t","63000","E","Estimated value",""
